age_range,gender,min_income,income,max_income,number_of_people,percent_of_people,percentile,selected_income_bracket
35-39 år,Kvinnor,1150,1 150-1 199,1199.0,169,0.0005362695944659516,99.66871866472044,False
35-39 år,Kvinnor,1200,1 200-1 249,1249.0,158,0.0005013644729326648,99.7188551120137,False
35-39 år,Kvinnor,1250,1 250-1 299,1299.0,94,0.000298280129466269,99.74868312496034,False
35-39 år,Kvinnor,1300,1 300-1 349,1349.0,102,0.0003236656723995684,99.7810496922003,False
35-39 år,Kvinnor,1350,1 350-1 399,1399.0,75,0.00023798946499968267,99.80484863870026,False
35-39 år,Kvinnor,1400,1 400-1 449,1449.0,61,0.0001935647648664086,99.8242051151869,False
35-39 år,Kvinnor,1450,1 450-1 499,1499.0,60,0.00019039157199974614,99.84324427238688,False
35-39 år,Kvinnor,1500,1 500-,,494,0.0015675572761312433,100.0,False
35-39 år,Män,0,0,1.0,16457,0.04964224522792538,4.964224522792538,False
35-39 år,Män,1,1-49 ,49.0,8744,0.026376119114843506,7.601836434276889,False
35-39 år,Män,50,50-99,99.0,7083,0.021365742416564106,9.7384106759333,False
35-39 år,Män,100,100-149,149.0,12329,0.03719020729264702,13.457431405198001,False
35-39 år,Män,150,150-199,199.0,10988,0.033145104852916336,16.771941890489636,False
35-39 år,Män,200,200-249,249.0,14228,0.042918506720722026,21.06379256256184,False
35-39 år,Män,250,250-299,299.0,21674,0.06537923212432732,27.601715774994574,False
35-39 år,Män,300,300-349,349.0,34771,0.10488609763749125,38.0903255387437,False
35-39 år,Män,350,350-399,399.0,41878,0.12632423562344652,50.72274910108835,False
35-39 år,Män,400,400-449,449.0,39834,0.12015854629696662,62.738603730785016,False
35-39 år,Män,450,450-499,499.0,32465,0.09793009001182461,72.53161273196747,False
35-39 år,Män,500,500-549,549.0,26593,0.08021730736745578,80.55334346871305,False
35-39 år,Män,550,550-599,599.0,18027,0.054378122058929994,85.99115567460605,False
35-39 år,Män,600,600-649,649.0,12474,0.03762759719105191,89.75391539371124,False
35-39 år,Män,650,650-699,699.0,8598,0.025935712734380657,92.3474866671493,False
35-39 år,Män,700,700-749,749.0,5961,0.01798124954752769,94.14561162190208,False
35-39 år,Män,750,750-799,799.0,4260,0.012850213566929704,95.43063297859504,False
35-39 år,Män,800,800-849,849.0,2978,0.008983083568618934,96.32894133545695,False
35-39 år,Män,850,850-899,899.0,2266,0.006835348343348054,97.01247616979174,False
35-39 år,Män,900,900-949,949.0,1681,0.005070706339438693,97.51954680373561,False
35-39 år,Män,950,950-999,999.0,1388,0.00418687709645503,97.93823451338112,False
35-39 år,Män,1000,1 000-1 049,1049.0,1013,0.0030556963247182606,98.24380414585295,False
35-39 år,Män,1050,1 050-1 099,1099.0,797,0.002404136200197881,98.48421776587273,False
35-39 år,Män,1100,1 100-1 149,1149.0,654,0.0019727792659089264,98.68149569246363,False
35-39 år,Män,1150,1 150-1 199,1199.0,498,0.0015022080648664303,98.83171649895026,False
35-39 år,Män,1200,1 200-1 249,1249.0,406,0.001224691715533676,98.95418567050363,False
35-39 år,Män,1250,1 250-1 299,1299.0,352,0.0010618016844035811,99.06036583894398,False
35-39 år,Män,1300,1 300-1 349,1349.0,280,0.0008446149762301214,99.144827336567,False
35-39 år,Män,1350,1 350-1 399,1399.0,289,0.0008717633147518038,99.23200366804218,False
35-39 år,Män,1400,1 400-1 449,1449.0,254,0.0007661864427230386,99.30862231231448,False
35-39 år,Män,1450,1 450-1 499,1499.0,196,0.000591230483361085,99.36774536065059,False
35-39 år,Män,1500,1 500-,,2096,0.006322546393494052,100.0,False
35-39 år,Samtliga,0,0,1.0,33457,0.051738802323351665,5.173880232335167,False
35-39 år,Samtliga,1,1-49 ,49.0,25072,0.03877201338587061,9.051081570922227,False
35-39 år,Samtliga,50,50-99,99.0,19607,0.030320790780821835,12.08316064900441,False
35-39 år,Samtliga,100,100-149,149.0,28639,0.0442881178748384,16.51197243648825,False
35-39 år,Samtliga,150,150-199,199.0,29287,0.045290202458200084,21.04099268230826,False
35-39 år,Samtliga,200,200-249,249.0,39326,0.06081478136617532,27.12247081892579,False
35-39 år,Samtliga,250,250-299,299.0,57917,0.0895644024916029,36.078911068086086,False
35-39 år,Samtliga,300,300-349,349.0,78178,0.12089655641674348,48.16856670976043,False
35-39 år,Samtliga,350,350-399,399.0,79878,0.12352548202124172,60.5211149118846,False
35-39 år,Samtliga,400,400-449,449.0,69028,0.1067467509572382,71.19579000760842,False
35-39 år,Samtliga,450,450-499,499.0,53256,0.08235650705479917,79.43144071308834,False
35-39 år,Samtliga,500,500-549,549.0,40909,0.06326277503201104,85.75771821628945,False
35-39 år,Samtliga,550,550-599,599.0,26925,0.0416375422947737,89.92147244576681,False
35-39 år,Samtliga,600,600-649,649.0,18023,0.02787125068815994,92.7085975145828,False
35-39 år,Samtliga,650,650-699,699.0,12118,0.01873960027959397,94.5825575425422,False
35-39 år,Samtliga,700,700-749,749.0,8411,0.013006996034961619,95.88325714603837,False
35-39 år,Samtliga,750,750-799,799.0,5946,0.00919505390843916,96.80276253688228,False
35-39 år,Samtliga,800,800-849,849.0,4252,0.006575406864897966,97.46030322337208,False
35-39 år,Samtliga,850,850-899,899.0,3216,0.0049733086729802116,97.9576340906701,False
35-39 år,Samtliga,900,900-949,949.0,2398,0.003708331529168703,98.32846724358697,False
35-39 år,Samtliga,950,950-999,999.0,1906,0.002947489530690387,98.623216196656,False
35-39 år,Samtliga,1000,1 000-1 049,1049.0,1351,0.002089222642163018,98.83213846087232,False
35-39 år,Samtliga,1050,1 050-1 099,1099.0,1118,0.001728905191664141,99.00502898003872,False
35-39 år,Samtliga,1100,1 100-1 149,1149.0,850,0.0013144628022491232,99.13647526026364,False
35-39 år,Samtliga,1150,1 150-1 199,1199.0,667,0.001031466693059018,99.23962192956954,False
35-39 år,Samtliga,1200,1 200-1 249,1249.0,564,0.0008721847299629476,99.32684040256584,False
35-39 år,Samtliga,1250,1 250-1 299,1299.0,446,0.0006897063644742458,99.39581103901325,False
35-39 år,Samtliga,1300,1 300-1 349,1349.0,382,0.0005907350475990177,99.45488454377316,False
35-39 år,Samtliga,1350,1 350-1 399,1399.0,364,0.0005628993647278598,99.51117448024594,False
35-39 år,Samtliga,1400,1 400-1 449,1449.0,315,0.0004871244502452633,99.55988692527046,False
35-39 år,Samtliga,1450,1 450-1 499,1499.0,256,0.0003958852675009124,99.59947545202056,False
35-39 år,Samtliga,1500,1 500-,,2590,0.004005245479794387,100.0,False
40-44 år,Kvinnor,0,0,1.0,14411,0.04688959097283456,4.688959097283456,False
40-44 år,Kvinnor,1,1-49 ,49.0,11323,0.03684205388837733,8.373164486121189,False
40-44 år,Kvinnor,50,50-99,99.0,8384,0.027279323483189573,11.101096834440147,False
40-44 år,Kvinnor,100,100-149,149.0,12992,0.0422725394434159,15.328350778781735,False
40-44 år,Kvinnor,150,150-199,199.0,14027,0.045640156309482365,19.892366409729973,False
40-44 år,Kvinnor,200,200-249,249.0,19156,0.062328568779100604,26.125223287640033,False
40-44 år,Kvinnor,250,250-299,299.0,30017,0.09766739658813232,35.89196294645326,False
40-44 år,Kvinnor,300,300-349,349.0,40570,0.1320040736776003,49.0923703142133,False
40-44 år,Kvinnor,350,350-399,399.0,38967,0.12678833470532538,61.77120378474583,False
40-44 år,Kvinnor,400,400-449,449.0,31600,0.10281806083835765,72.0530098685816,False
40-44 år,Kvinnor,450,450-499,499.0,24326,0.07915038442892051,79.96804831147365,False
40-44 år,Kvinnor,500,500-549,549.0,18577,0.06044465557576487,86.01251386905014,False
40-44 år,Kvinnor,550,550-599,599.0,12297,0.04001119285219253,90.01363315426939,False
40-44 år,Kvinnor,600,600-649,649.0,8216,0.02673269581797299,92.68690273606668,False
40-44 år,Kvinnor,650,650-699,699.0,5500,0.017895548563638196,94.4764575924305,False
40-44 år,Kvinnor,700,700-749,749.0,3818,0.01242276443926739,95.71873403635725,False
40-44 år,Kvinnor,750,750-799,799.0,2896,0.009422819752781132,96.66101601163535,False
40-44 år,Kvinnor,800,800-849,849.0,2114,0.006878398120642028,97.34885582369957,False
40-44 år,Kvinnor,850,850-899,899.0,1642,0.005342634680271622,97.88311929172673,False
40-44 år,Kvinnor,900,900-949,949.0,1305,0.0042461256137359725,98.30773185310032,False
40-44 år,Kvinnor,950,950-999,999.0,956,0.0031105717139705666,98.61878902449737,False
40-44 år,Kvinnor,1000,1 000-1 049,1049.0,731,0.0023784810909126403,98.85663713358865,False
40-44 år,Kvinnor,1050,1 050-1 099,1099.0,608,0.001978271550307641,99.0544642886194,False
40-44 år,Kvinnor,1100,1 100-1 149,1149.0,436,0.001418628940681137,99.19632718268753,False
40-44 år,Kvinnor,1150,1 150-1 199,1199.0,344,0.0011192852192530073,99.30825570461282,False
40-44 år,Kvinnor,1200,1 200-1 249,1249.0,310,0.0010086581917686983,99.4091215237897,False
40-44 år,Kvinnor,1250,1 250-1 299,1299.0,234,0.0007613742479802433,99.48525894858771,False
40-44 år,Kvinnor,1300,1 300-1 349,1349.0,211,0.0006865383176232108,99.55391278035005,False
40-44 år,Kvinnor,1350,1 350-1 399,1399.0,167,0.0005433739291141053,99.60825017326145,False
40-44 år,Kvinnor,1400,1 400-1 449,1449.0,136,0.0004425081099372354,99.65250098425517,False
40-44 år,Kvinnor,1450,1 450-1 499,1499.0,131,0.0004262394294248371,99.69512492719765,False
40-44 år,Kvinnor,1500,1 500-,,937,0.003048750728023453,100.0,False
40-44 år,Män,0,0,1.0,13646,0.04283503520408324,4.283503520408324,False
40-44 år,Män,1,1-49 ,49.0,7188,0.02256325905371173,6.539829425779498,False
40-44 år,Män,50,50-99,99.0,5611,0.017613028178961675,8.301132243675664,False
40-44 år,Män,100,100-149,149.0,10697,0.03357807207812387,11.65893945148805,False
40-44 år,Män,150,150-199,199.0,9526,0.02990228237975208,14.64916768946326,False
40-44 år,Män,200,200-249,249.0,12340,0.03873547811947729,18.52271550141099,False
40-44 år,Män,250,250-299,299.0,17623,0.05531890850077377,24.054606351488367,False
40-44 år,Män,300,300-349,349.0,29343,0.09210819566124977,33.26542591761334,False
40-44 år,Män,350,350-399,399.0,36361,0.11413782171007406,44.67920808862075,False
40-44 år,Män,400,400-449,449.0,35627,0.11183378273603059,55.86258636222381,False
40-44 år,Män,450,450-499,499.0,30849,0.09683555628101742,65.54614199032555,False
40-44 år,Män,500,500-549,549.0,27300,0.08569518254957294,74.11566024528284,False
40-44 år,Män,550,550-599,599.0,19492,0.06118573253685992,80.23423349896883,False
40-44 år,Män,600,600-649,649.0,14694,0.046124725728330575,84.84670607180189,False
40-44 år,Män,650,650-699,699.0,11023,0.03460139184043745,88.30684525584563,False
40-44 år,Män,700,700-749,749.0,7732,0.024270884669351574,90.73393372278079,False
40-44 år,Män,750,750-799,799.0,5716,0.017942625034921573,92.52819622627295,False
40-44 år,Män,800,800-849,849.0,4343,0.013632753766036457,93.89147160287659,False
40-44 år,Män,850,850-899,899.0,3269,0.010261448782218094,94.9176164810984,False
40-44 år,Män,900,900-949,949.0,2539,0.007969965878877864,95.71461306898618,False
40-44 år,Män,950,950-999,999.0,1980,0.006215254998100894,96.33613856879629,False
40-44 år,Män,1000,1 000-1 049,1049.0,1644,0.005160545059029228,96.8521930746992,False
40-44 år,Män,1050,1 050-1 099,1099.0,1330,0.004174893508825348,97.26968242558173,False
40-44 år,Män,1100,1 100-1 149,1149.0,1042,0.003270856418192491,97.59676806740099,False
40-44 år,Män,1150,1 150-1 199,1199.0,886,0.0027811696607663596,97.87488503347763,False
40-44 år,Män,1200,1 200-1 249,1249.0,768,0.0024107655750209528,98.11596159097972,False
40-44 år,Män,1250,1 250-1 299,1299.0,629,0.001974442118083567,98.31340580278808,False
40-44 år,Män,1300,1 300-1 349,1349.0,539,0.001691930527260799,98.48259885551415,False
40-44 år,Män,1350,1 350-1 399,1399.0,455,0.0014282530424928822,98.62542415976344,False
40-44 år,Män,1400,1 400-1 449,1449.0,362,0.0011363243986426887,98.73905659962772,False
40-44 år,Män,1450,1 450-1 499,1499.0,344,0.0010798220804781353,98.84703880767553,False
40-44 år,Män,1500,1 500-,,3673,0.01152961192324474,100.0,False
40-44 år,Samtliga,0,0,1.0,28057,0.044825933440910036,4.482593344091003,False
40-44 år,Samtliga,1,1-49 ,49.0,18511,0.029574539470530906,7.4400472911440945,False
40-44 år,Samtliga,50,50-99,99.0,13995,0.022359444648591652,9.67599175600326,False
40-44 år,Samtliga,100,100-149,149.0,23689,0.03784729433944177,13.460721189947437,False
40-44 år,Samtliga,150,150-199,199.0,23553,0.03763001070441437,17.223722260388875,False
40-44 år,Samtliga,200,200-249,249.0,31496,0.05032033359428672,22.255755619817545,False
40-44 år,Samtliga,250,250-299,299.0,47640,0.07611317921106868,29.867073540924416,False
40-44 år,Samtliga,300,300-349,349.0,69913,0.11169816746816635,41.036890287741045,False
40-44 år,Samtliga,350,350-399,399.0,75328,0.1203495710245882,53.07184739019986,False
40-44 år,Samtliga,400,400-449,449.0,67227,0.1074068156763752,63.81252895783739,False
40-44 år,Samtliga,450,450-499,499.0,55175,0.08815165119585883,72.62769407742327,False
40-44 år,Samtliga,500,500-549,549.0,45877,0.07329648032464732,79.957342109888,False
40-44 år,Samtliga,550,550-599,599.0,31789,0.05078845201386781,85.03618731127477,False
40-44 år,Samtliga,600,600-649,649.0,22910,0.03660270645939512,88.69645795721429,False
40-44 år,Samtliga,650,650-699,699.0,16523,0.026398363982042147,91.33629435541852,False
40-44 år,Samtliga,700,700-749,749.0,11550,0.01845313223945935,93.18160757936444,False
40-44 år,Samtliga,750,750-799,799.0,8612,0.013759166653352719,94.55752424469972,False
40-44 år,Samtliga,800,800-849,849.0,6457,0.010316179642440606,95.58914220894378,False
40-44 år,Samtliga,850,850-899,899.0,4911,0.007846175967790896,96.37375980572287,False
40-44 år,Samtliga,900,900-949,949.0,3844,0.006141458037097985,96.98790560943267,False
40-44 år,Samtliga,950,950-999,999.0,2936,0.0046907702385326966,97.45698263328593,False
40-44 år,Samtliga,1000,1 000-1 049,1049.0,2375,0.003794475244044671,97.8364301576904,False
40-44 år,Samtliga,1050,1 050-1 099,1099.0,1938,0.0030962917991404514,98.14605933760446,False
40-44 år,Samtliga,1100,1 100-1 149,1149.0,1478,0.00236136185713601,98.38219552331805,False
40-44 år,Samtliga,1150,1 150-1 199,1199.0,1230,0.001965138757968398,98.57870939911489,False
40-44 år,Samtliga,1200,1 200-1 249,1249.0,1078,0.0017222923423495392,98.75093863334983,False
40-44 år,Samtliga,1250,1 250-1 299,1299.0,863,0.001378792478151811,98.88881788116502,False
40-44 år,Samtliga,1300,1 300-1 349,1349.0,750,0.001198255340224633,99.00864341518748,False
40-44 år,Samtliga,1350,1 350-1 399,1399.0,622,0.0009937530954929623,99.10801872473678,False
40-44 år,Samtliga,1400,1 400-1 449,1449.0,498,0.0007956415459091562,99.18758287932769,False
40-44 år,Samtliga,1450,1 450-1 499,1499.0,475,0.0007588950488089342,99.2634723842086,False
40-44 år,Samtliga,1500,1 500-,,4610,0.007365276157914077,100.0,False
45-49 år,Kvinnor,0,0,1.0,13118,0.04017136680028541,4.017136680028541,False
45-49 år,Kvinnor,1,1-49 ,49.0,7917,0.02424429874659701,6.441566554688241,False
45-49 år,Kvinnor,50,50-99,99.0,6217,0.01903837379153639,8.34540393384188,False
45-49 år,Kvinnor,100,100-149,149.0,13025,0.03988657208215562,12.334061142057443,False
45-49 år,Kvinnor,150,150-199,199.0,13885,0.042520157647656875,16.58607690682313,False
45-49 år,Kvinnor,200,200-249,249.0,18009,0.055149119126874514,22.10098881951058,False
45-49 år,Kvinnor,250,250-299,299.0,29083,0.0890611267458988,31.007101494100464,False
45-49 år,Kvinnor,300,300-349,349.0,42524,0.13022161928764572,44.029263422865036,False
45-49 år,Kvinnor,350,350-399,399.0,42657,0.13062890635765928,57.09215405863096,False
45-49 år,Kvinnor,400,400-449,449.0,35514,0.10875483462001341,67.96763752063231,False
45-49 år,Kvinnor,450,450-499,499.0,27922,0.08550578623247211,76.51821614387951,False
45-49 år,Kvinnor,500,500-549,549.0,22154,0.06784238909083114,83.30245505296263,False
45-49 år,Kvinnor,550,550-599,599.0,14837,0.04543547562249082,87.8460026152117,False
45-49 år,Kvinnor,600,600-649,649.0,9959,0.03049753331026394,90.8957559462381,False
45-49 år,Kvinnor,650,650-699,699.0,6825,0.020900257540169834,92.98578170025509,False
45-49 år,Kvinnor,700,700-749,749.0,4995,0.015296232441486935,94.51540494440378,False
45-49 år,Kvinnor,750,750-799,799.0,3630,0.011116180933452968,95.62702303774908,False
45-49 år,Kvinnor,800,800-849,849.0,2796,0.00856221539667617,96.4832445774167,False
45-49 år,Kvinnor,850,850-899,899.0,2132,0.006528842355405434,97.13612881295724,False
45-49 år,Kvinnor,900,900-949,949.0,1665,0.0050987441471623115,97.64600322767348,False
45-49 år,Kvinnor,950,950-999,999.0,1359,0.0041616776552514,98.0621709931986,False
45-49 år,Kvinnor,1000,1 000-1 049,1049.0,1076,0.003295044265673662,98.39167541976597,False
45-49 år,Kvinnor,1050,1 050-1 099,1099.0,847,0.002593775551139026,98.65105297487989,False
45-49 år,Kvinnor,1100,1 100-1 149,1149.0,708,0.002168114628342893,98.86786443771418,False
45-49 år,Kvinnor,1150,1 150-1 199,1199.0,526,0.0016107744272716971,99.02894188044134,False
45-49 år,Kvinnor,1200,1 200-1 249,1249.0,426,0.001304543547562249,99.15939623519756,False
45-49 år,Kvinnor,1250,1 250-1 299,1299.0,347,0.001062621152591785,99.26565835045675,False
45-49 år,Kvinnor,1300,1 300-1 349,1349.0,279,0.0008543841543893603,99.35109676589568,False
45-49 år,Kvinnor,1350,1 350-1 399,1399.0,237,0.0007257671849113921,99.42367348438681,False
45-49 år,Kvinnor,1400,1 400-1 449,1449.0,201,0.0006155240682159908,99.48522589120842,False
45-49 år,Kvinnor,1450,1 450-1 499,1499.0,175,0.0005359040394915342,99.53881629515757,False
45-49 år,Kvinnor,1500,1 500-,,1506,0.004611837048424289,100.0,False
45-49 år,Män,0,0,1.0,12195,0.036431913101148974,3.6431913101148976,False
45-49 år,Män,1,1-49 ,49.0,6289,0.018788052602962353,5.521996570411133,False
45-49 år,Män,50,50-99,99.0,4872,0.014554840559967018,6.977480626407835,False
45-49 år,Män,100,100-149,149.0,10564,0.03155938745391863,10.133419371799699,False
45-49 år,Män,150,150-199,199.0,9509,0.02840763113397504,12.974182485197202,False
45-49 år,Män,200,200-249,249.0,11916,0.03559841545824446,16.534024031021648,False
45-49 år,Män,250,250-299,299.0,16028,0.04788279648915258,21.322303679936905,False
45-49 år,Män,300,300-349,349.0,27913,0.08338860109818542,29.661163789755452,False
45-49 år,Män,350,350-399,399.0,37258,0.11130629096536354,40.7917928862918,False
45-49 år,Män,400,400-449,449.0,37091,0.11080738735832034,51.872531622123844,False
45-49 år,Män,450,450-499,499.0,32584,0.09734296486165134,61.606828108288965,False
45-49 år,Män,500,500-549,549.0,28961,0.08651944529088769,70.25877263737775,False
45-49 år,Män,550,550-599,599.0,20904,0.062449586836114644,76.5037313209892,False
45-49 år,Män,600,600-649,649.0,16790,0.050159230911709,81.51965441216011,False
45-49 år,Män,650,650-699,699.0,12953,0.038696397736710346,85.38929418583115,False
45-49 år,Män,700,700-749,749.0,9574,0.028601815172644547,88.2494757030956,False
45-49 år,Män,750,750-799,799.0,7013,0.020950964049065827,90.34457210800217,False
45-49 år,Män,800,800-849,849.0,5449,0.016278597334002522,91.97243184140243,False
45-49 år,Män,850,850-899,899.0,4255,0.012711585915981047,93.24359043300053,False
45-49 år,Män,900,900-949,949.0,3196,0.009547879809042405,94.19837841390478,False
45-49 år,Män,950,950-999,999.0,2586,0.007725537292297765,94.97093214313455,False
45-49 år,Män,1000,1 000-1 049,1049.0,2212,0.006608232208260888,95.63175536396064,False
45-49 år,Män,1050,1 050-1 099,1099.0,1810,0.005407278615258683,96.1724832254865,False
45-49 år,Män,1100,1 100-1 149,1149.0,1585,0.0047351030967873,96.64599353516525,False
45-49 år,Män,1150,1 150-1 199,1199.0,1240,0.003704433968464512,97.01643693201169,False
45-49 år,Män,1200,1 200-1 249,1249.0,1119,0.003342952911864346,97.35073222319812,False
45-49 år,Män,1250,1 250-1 299,1299.0,893,0.0026677899466442012,97.61751121786254,False
45-49 år,Män,1300,1 300-1 349,1349.0,804,0.0024019071860044094,97.85770193646299,False
45-49 år,Män,1350,1 350-1 399,1399.0,675,0.00201652655541415,98.0593545920044,False
45-49 år,Män,1400,1 400-1 449,1449.0,610,0.001822342516744639,98.24158884367887,False
45-49 år,Män,1450,1 450-1 499,1499.0,480,0.0014339744394056175,98.38498628761943,False
45-49 år,Män,1500,1 500-,,5406,0.01615013712380577,100.0,False
45-49 år,Samtliga,0,0,1.0,25313,0.03827850321722102,3.8278503217221016,False
45-49 år,Samtliga,1,1-49 ,49.0,14206,0.021482416809696273,5.976092002691729,False
45-49 år,Samtliga,50,50-99,99.0,11089,0.016768866676243978,7.652978670316127,False
45-49 år,Samtliga,100,100-149,149.0,23589,0.03567145784344118,11.220124454660246,False
45-49 år,Samtliga,150,150-199,199.0,23394,0.0353765774212329,14.757782196783536,False
45-49 år,Samtliga,200,200-249,249.0,29925,0.04525280325427009,19.283062522210546,False
45-49 år,Samtliga,250,250-299,299.0,45111,0.06821718321147463,26.10478084335801,False
45-49 år,Samtliga,300,300-349,349.0,70437,0.10651534512350953,36.75631535570896,False
45-49 år,Samtliga,350,350-399,399.0,79915,0.12084804585012514,48.84111994072148,False
45-49 år,Samtliga,400,400-449,449.0,72605,0.10979381053554821,59.820500994276294,False
